CharacterName,WikiLink,Source,Sentiment
Mindless Ones,Mindless Ones,Marvel,5.354430463576159
Nico Minoru,Nico Minoru,Marvel,5.380551357733175
Robert and Tina Minoru,Pride (comics),Marvel,5.364643403308773
Minotaur,Minotaur (comics),Marvel,5.285585314474872
Miracle Man,Miracle Man,Marvel,5.432869918699187
Mirage,Mirage (Marvel Comics),Marvel,5.3801650738488265
Miss America,Miss America (Madeline Joyce),Marvel,5.541287292817679
Miss Arrow,Miss Arrow,Marvel,5.303373786407767
Missing Link,Missing Link (comics),Marvel,5.273591836734694
Mister Fantastic,Mister Fantastic,Marvel,5.351666666666667
Mister Fear,Mister Fear,Marvel,5.206071428571429
Mister Fish,Mr. Fish,Marvel,5.369636752136753
Mister Gideon,Gamma Corps,Marvel,5.264062968515742
Mister Hyde,Mister Hyde (comics),Marvel,5.584615384615385
Mister Immortal,Mister Immortal,Marvel,5.357368421052632
Mister Jip,Mister Jip,Marvel,5.349648991784914
Mister M,Mister M (comics),Marvel,5.314761904761904
Mister Negative,Mister Negative,Marvel,5.280932631578947
Mister Sensitive,Mister Sensitive,Marvel,5.268947368421053
Mister Sinister,Mister Sinister,Marvel,5.4028526358640345
Mister X,Mister X (Marvel Comics),Marvel,5.215549839228296
Yorkie Mitchell,Yorkie Mitchell,Marvel,5.381666666666668
MJ,MJ (Marvel Cinematic Universe),Marvel,5.587599831862127
Mockingbird,Mockingbird (Marvel Comics),Marvel,5.4570339143615
MODAM,MODAM,Marvel,5.209375
Max Modell,Max Modell,Marvel,5.367054507337526
MODOK,MODOK,Marvel,5.422496431630032
Modred the Mystic,Modred the Mystic,Marvel,5.330141223940821
Modular Man,Modular Man,Marvel,5.312857142857143
Mojo,Mojo (comics),Marvel,5.378268858800774
Mole Man,Mole Man,Marvel,5.3928418105459635
Molecule Man,Molecule Man,Marvel,5.330340632603407
Molten Man,Molten Man,Marvel,5.402820121951219
Mongoose,Mongoose (comics),Marvel,5.392055641421948
Monsteroso,Monsteroso,Marvel,5.447177280550775
Montana,Montana (comics),Marvel,5.341578947368421
Moon-Boy,Moon-Boy,Marvel,5.359735593220339
Moondragon,Moondragon,Marvel,5.443748391248392
Moon Girl,Moon Girl (Marvel Comics),Marvel,5.413979104477612
Moonglow,Moonglow (comics),Marvel,5.463066439522998
Moon Knight,Moon Knight,Marvel,5.506990094283327
Danielle Moonstar,Danielle Moonstar,Marvel,5.347798363439865
Moonstone,Lloyd Bloch,Marvel,5.400511182108627
Miles Morales,Spider-Man (Miles Morales),Marvel,5.300000000000001
"Morbius, the Living Vampire","Morbius, the Living Vampire",Marvel,5.3257502339606955
Mordred,Mordred (comics),Marvel,5.355979166666667
David Moreau,David Moreau,Marvel,5.362961608775137
Morg,MOR103,Marvel,5.1899999999999995
Jim Morita,Jim Morita,Marvel,5.062499999999999
Morlun,Morlun,Marvel,5.307030537030537
Morning Star,Morning Star (comics),Marvel,5.5052
Morph,Morph (comics),Marvel,5.442500000000001
Morpheus,Morpheus (Marvel Comics),Marvel,5.4584375000000005
Morrat,Morrat,Marvel,5.230624999999999
Mortis,Lois London,Marvel,5.392307692307692
Mother Night,Mother Night (comics),Marvel,5.638571428571428
Motormouth,Motormouth (comics),Marvel,5.325659305993691
Mountjoy,Mountjoy (comics),Marvel,5.312235528942115
Alyssa Moy,Alyssa Moy,Marvel,5.528602150537634
Ms. Marvel,Ms. Marvel,Marvel,5.529253438113949
Multiple Man,Jamie Madrox,Marvel,5.348676950998185
Jack Murdock,Jack Murdock (comics),Marvel,5.347894736842105
Maggie Murdock,Maggie Murdock,Marvel,5.411142011834319
Matt Murdock,Daredevil (Marvel Comics character),Marvel,5.436662718778787
Mike Murdock,Mike Murdock,Marvel,5.561485013623979
Murmur,Murmur (Marvel Comics),Marvel,5.373854700854701
Junzo Muto,Junzo Muto,Marvel,5.430416666666667
Mysterio(n),Mysterio,Marvel,5.343037660515809
Mystique,Mystique (comics),Marvel,5.33
N'astirh,N'astirh,Marvel,5.378571428571428
N'Garai,N'Garai,Marvel,5.451428571428571
"N'Kantu, the Living Mummy","N'Kantu, the Living Mummy",Marvel,5.350650444548433
Naga,Naga (Marvel Comics),Marvel,5.430530973451327
Nahrees,Nahrees (comics),Marvel,5.2412
Namor the Sub-Mariner,Namor the Sub-Mariner,Marvel,5.130000000000001
Namora,Namora,Marvel,5.466789354473386
Namorita,Namorita,Marvel,5.406128702757917
Native,Native (comics),Marvel,5.402631578947368
Nebula,Nebula (comics),Marvel,5.33
NFL SuperPro,NFL SuperPro,Marvel,5.405669745958429
Night Nurse,Night Nurse (comics),Marvel,5.546015118790497
Night Thrasher,Night Thrasher (Dwayne Taylor),Marvel,5.410838844413505
Nightcrawler,Nightcrawler (comics),Marvel,5.33
Nighthawk_Marvel,Nighthawk (Marvel Comics),Marvel,5.429438890022444
Nightmare,Nightmare (Marvel Comics),Marvel,5.262744839701361
Nightmask,Nightmask,Marvel,5.477380281690142
Nightshade_Marvel,Nightshade (Marvel Comics),Marvel,5.313529411764706
Nightside,Nightside (comics),Marvel,5.566666666666666
Nightwatch,Nightwatch (comics),Marvel,5.3973930217248185
Nikki,Nikki (comics),Marvel,5.487130242825607
Tana Nile,Tana Nile,Marvel,5.477068160597573
Nimrod,Nimrod (comics),Marvel,5.376977582065653
Nitro,Nitro (comics),Marvel,5.283253588516746
Kiden Nixon,Kiden Nixon,Marvel,5.233333333333333
No-Name,No-Name,Marvel,5.200000000000001
Nocturne,Nocturne (Talia Wagner),Marvel,5.4936517719568565
Nomad,Nomad (comics),Marvel,5.586659898477158
Dakota North,Dakota North (comics),Marvel,5.35
Northstar,Northstar (Marvel Comics),Marvel,5.215882352941177
Nova,Nova (Frankie Raye),Marvel,5.529173579109063
Cassandra Nova,Cassandra Nova,Marvel,5.375549097583359
Nth Man,Nth Man,Marvel,5.431974789915966
Nuke,Nuke (Marvel Comics),Marvel,5.354326151246304
Nuklo,Nuklo,Marvel,5.364415274463006
Randy O'Brien,Randy O'Brien,Marvel,5.308000000000002
Alfie O'Meggan,Alfie O'Meggan,Marvel,5.301153846153846
Solomon O'Sullivan,Solomon O'Sullivan,Marvel,5.24
Obituary,Obituary (comics),Marvel,5.292857142857144
Obliterator,Obliterator (comics),Marvel,5.485555555555556
Obnoxio the Clown,Obnoxio the Clown,Marvel,5.3805555555555555
Occulus,Occulus,Marvel,5.402002063983489
Ocean,Ocean (Marvel Comics),Marvel,5.588571428571429
Ocelot,Ocelot (comics),Marvel,5.483076923076924
Oddball,Oddball (comics),Marvel,5.33
Odin,Odin (comics),Marvel,5.478461538461539
Aleta Ogord,Aleta Ogord,Marvel,5.526326366559486
Ogre,Ogre (Marvel Comics),Marvel,5.3365027322404375
Ogress,Ogress (comics),Marvel,5.3765
Old Lace,Old Lace (comics),Marvel,5.302992738589212
Old Man Logan,Old Man Logan,Marvel,5.278462969225567
Omega,Omega (Marvel Comics),Marvel,5.578333333333333
Omega Red,Omega Red,Marvel,5.277163029525032
Omega the Unknown,Omega the Unknown,Marvel,5.453131221719457
Omerta,Paulie Provenzano,Marvel,5.441818181818181
Onyxx,Onyxx,Marvel,5.412913793103448
Ooze,Ooze (comics),Marvel,5.483076923076924
Opsidian,Gene Nation,Marvel,5.393749999999999
Optoman,Optoman,Marvel,5.3500000000000005
Oracle,Oracle (Marvel Comics),Marvel,5.578333333333333
Orator,Orator (comics),Marvel,5.516
Orb,Orb (comics),Marvel,5.3266224366706885
Orbit,Orbit (comics),Marvel,5.483076923076924
Orchid,Orchid (comics),Marvel,5.483076923076924
Ord,Ord (comics),Marvel,5.293969359331476
Orka,Orka (comics),Marvel,5.451259615384615
Orphan,Orphan (Marvel Comics),Marvel,5.212105263157895
Orphan-Maker,Orphan-Maker,Marvel,5.397155824508321
Orrgo,Orrgo,Marvel,5.34062015503876
Ismael Ortega,Ismael Ortega,Marvel,5.225
Harry Osborn,Harry Osborn,Marvel,5.382771154164597
Norman Osborn,Norman Osborn,Marvel,5.4341007306078035
Normie Osborn,Normie Osborn,Marvel,5.344691358024692
Oshtur,Oshtur,Marvel,5.46125
Osiris,Osiris (Marvel Comics),Marvel,5.545714285714285
Otomo,Otomo (comics),Marvel,5.578333333333333
Outlaw,Outlaw (comics),Marvel,5.326568109820486
Outlaw Kid,Outlaw Kid,Marvel,5.305414181577204
Overdrive,Overdrive (comics),Marvel,5.33
Overkill,Overkill (comics),Marvel,5.483076923076924
Overmind,Overmind (comics),Marvel,5.396174698795181
Ozone,Ozone (comics),Marvel,5.483076923076924
Owl,Owl (Marvel Comics),Marvel,5.326292223095051
Ox,Ox (comics),Marvel,5.314454545454545
Oya,Oya (comics),Marvel,5.443905817174516
Karen Page,Karen Page,Marvel,5.349898451383601
Paladin,Paladin (comics),Marvel,5.401363636363636
Pandemic,Pandemic (comics),Marvel,5.404999999999999
Paradigm,Paradigm (comics character),Marvel,5.73111111111111
Paris,Paris (Marvel Comics),Marvel,5.862222222222222
Benjy Parker,Benjamin Richard Parker,Marvel,5.416878453038675
Ben Parker,Uncle Ben,Marvel,5.393166609175577
Kaine Parker,Kaine Parker,Marvel,5.2732836229306335
Richard and Mary Parker,Richard and Mary Parker,Marvel,5.353779220779221
Pasco,Pasco (comics),Marvel,5.432941176470588
Patriot,Patriot (comics),Marvel,5.483310837633981
Peepers,Peepers (Marvel Comics),Marvel,5.291688770999117
Penance,Penance (X-Men),Marvel,5.474
Peregrine,Peregrine (comics),Marvel,5.462808988764045
Persuasion,Persuasion (comics),Marvel,5.408502202643172
Perun,Perun (comics),Marvel,5.436527777777777
Pestilence,Pestilence (comics),Marvel,5.299059500959694
Mike Peterson,Deathlok (Michael Peterson),Marvel,5.33
Phantazia,Phantazia,Marvel,5.357727272727273
Phantom Eagle,Phantom Eagle,Marvel,5.503622685185185
Phantom Reporter,Phantom Reporter,Marvel,5.44294425087108
Phantom Rider,Phantom Rider,Marvel,5.364873587950511
Phaser,Phaser (comics),Marvel,5.6433333333333335
Phastos,Phastos,Marvel,5.558860927152319
Phat,Phat (comics),Marvel,5.426666666666666
Phobos,Phobos (Marvel Comics),Marvel,5.36424
Phone Ranger,Phone Ranger,Marvel,5.344444444444445
Piecemeal,Proteus (Marvel Comics),Marvel,5.393792616976252
Alexander Goodwin Pierce,Alexander Goodwin Pierce,Marvel,5.440000000000001
Donald Pierce,Donald Pierce,Marvel,5.346105109489051
Piledriver,Piledriver (comics),Marvel,5.33
Pink Pearl,Pink Pearl (comics),Marvel,5.405333333333334
Pinky Pinkerton,Pinky Pinkerton,Marvel,5.2671865443425085
Pip the Troll,Pip the Troll,Marvel,5.412834342322509
Pipeline,Pipeline (comics),Marvel,5.153200000000001
Piranha,Piranha (comics),Marvel,5.435741056218058
Pisces,Pisces (comics),Marvel,5.33
Pixie,Pixie (X-Men),Marvel,5.455914946668513
Plantman,Plantman,Marvel,5.380670647680294
Plunderer,Plunderer (comics),Marvel,5.404574585635359
Pluto,Pluto (Marvel Comics),Marvel,5.352025611175785
Pod,Pod (comics),Marvel,5.431764705882353
Polestar,Polestar (comics),Marvel,5.5424999999999995
Porcupine,Porcupine (comics),Marvel,5.478461538461539
Portal,Portal (comics),Marvel,5.33
Possessor,Possessor (comics),Marvel,5.501785714285714
Postman,Postman (comics),Marvel,5.7375
Pepper Potts,Pepper Potts,Marvel,5.481440443213296
Poundcakes,Poundcakes,Marvel,5.3927272727272735
Powderkeg,Powderkeg (character),Marvel,5.3227223230490015
Power Broker,Power Broker (character),Marvel,5.412205962059621
Power Man,Power Man (Victor Alvarez),Marvel,5.570414657666346
Power Princess,Power Princess,Marvel,5.44454398708636
Powerhouse,Powerhouse (comics),Marvel,5.403766707168893
Predator X,Predator X (Marvel Comics),Marvel,5.184736842105263
Prester John,Prester John (comics),Marvel,5.43204861111111
Pretty Boy,Pretty Boy (comics),Marvel,5.946000000000001
Pretty Persuasions,Pretty Persuasions,Marvel,5.361428571428571
Preview,Preview (comics),Marvel,5.422380952380952
Primus,Primus (Marvel Comics),Marvel,5.545714285714285
Princess Python,Princess Python,Marvel,5.330368644067796
Prism,Prism (comics),Marvel,5.33
Proctor,Proctor (comics),Marvel,5.432439024390244
Prodigy,Prodigy (Ritchie Gilmore),Marvel,5.351850187265918
Professor Power,Professor Power,Marvel,5.377661637931034
Professor Thornton,Professor Thornton,Marvel,5.489230769230771
The Profile,The Profile,Marvel,5.4399999999999995
Prometheus,Prometheus (Marvel Comics),Marvel,5.419881093935792
Proteus,Proteus (Marvel Comics),Marvel,5.3941580432737535
Protocide,Protocide,Marvel,5.2145
Prowler,Prowler (Marvel Comics),Marvel,5.346464366221607
Kitty Pryde,Kitty Pryde,Marvel,5.463938279301746
Madelyne Pryor,Madelyne Pryor,Marvel,5.353642887900101
Psi-Hawk,Psi-Hawk,Marvel,5.105714285714286
Psycho-Man,Psycho-Man,Marvel,5.340565243535779
Psyklop,Psyklop,Marvel,5.368232104121475
Psylocke (Betsy Braddock),Betsy Braddock,Marvel,5.434388394329047
Psylocke (Kwannon),Kwannon (character),Marvel,5.420643575941962
Puck,Puck (Marvel Comics),Marvel,5.3470521023766
Puff Adder,Puff Adder (comics),Marvel,5.383684210526314
Pulsar,Pulsar (Marvel Comics),Marvel,5.586666666666666
Pulse,Pulse (Augustus),Marvel,5.437060367454067
Puma,Puma (comics),Marvel,5.33
Punchout,Punchout (comics),Marvel,5.153200000000001
Punisher,Punisher,Marvel,5.296290845378888
Punisher 2099,Punisher 2099,Marvel,5.260348964013086
Puppet Master,Puppet Master (Marvel Comics),Marvel,5.399092507914175
Purple Man,Purple Man,Marvel,5.421045779084419
Henry Pym,Henry Pym,Marvel,5.263333333333334
Hope Pym,Hope Pym,Marvel,5.591681159420289
Pyre,Pyre (comics),Marvel,5.370666666666667
Pyro,Pyro (Marvel Comics),Marvel,5.361989881956155
Quake,Daisy Johnson,Marvel,5.519681412337663
Clay Quartermain,Clay Quartermain,Marvel,5.3232912723449
Quasar,Quasar (comics),Marvel,5.423473309608541
Quicksilver,Quicksilver (comics),Marvel,5.412352941176471
Raa of the Caves,Raa of the Caves,Marvel,5.488666666666666
Holden Radcliffe,Holden Radcliffe,Marvel,5.39858695652174
Radioactive Man,Radioactive Man (comics),Marvel,5.3378852596314905
Radius,Radius (comics),Marvel,5.40490727532097
Rage,Rage (comics),Marvel,5.268146979260595
Ragnarok,Ragnarok (comics),Marvel,5.30661311914324
Tamara Rahn,Tamara Rahn,Marvel,5.415663580246913
Raiders,Raiders (comics),Marvel,5.367887596899225
Rakkus,Rakkus,Marvel,5.425454545454545
Rebel Ralston,Rebel Ralston,Marvel,5.006153846153846
Rampage,Rampage (Marvel Comics),Marvel,5.29548523206751
Random,Random (comics),Marvel,5.333927813163482
Kavita Rao,Kavita Rao,Marvel,5.375567434210526
Monica Rappaccini,Monica Rappaccini,Marvel,5.389391727493917
Mikhail Rasputin,Mikhail Rasputin,Marvel,5.326337499999999
Rattler,Rattler (comics),Marvel,5.33
Ravage,Ravage (Marvel Comics),Marvel,5.377830188679246
Ravage 2099,Ravage 2099,Marvel,5.388329439252336
Ravonna,Ravonna,Marvel,5.413046495489244
Rawhide Kid,Rawhide Kid,Marvel,5.487033118675254
Razor Fist,Razor Fist,Marvel,5.2650781250000005
Razorback,Razorback (comics),Marvel,5.33
Recorder 451,Recorder 451,Marvel,5.313395872420263
Red Barbarian,Red Barbarian,Marvel,5.301330935251799
Red Ghost,Red Ghost (character),Marvel,5.370343137254902
Red Guardian,Red Guardian,Marvel,5.422525735294117
Red Hulk,Red Hulk,Marvel,5.429982206405693
Red Nine,Red Nine,Marvel,5.422
Red Raven,Red Raven (Marvel Comics),Marvel,5.418578727357176
Red Ronin,Red Ronin,Marvel,5.310450112528132
Red She-Hulk,Betty Ross,Marvel,5.381698149575945
Red Shift,Red Shift (comics),Marvel,5.328636363636364
Red Skull,Red Skull,Marvel,5.334035574837309
Red Sonja,Red Sonja,Marvel,5.445460534814624
Red Wolf,Red Wolf (comics),Marvel,5.451116529774128
Redstone,Redstone (comics),Marvel,5.4049728555917484
Redwing,Redwing (Marvel Comics),Marvel,5.448823529411764
Reignfire,Reignfire,Marvel,5.38373092926491
Ben Reilly,Ben Reilly,Marvel,5.326646783337442
Reptil,Reptil,Marvel,5.386305803571428
Reptyl,Reptyl,Marvel,5.451018518518519
Clive Reston,Clive Reston,Marvel,5.376666666666667
Rev,Rev (comics),Marvel,5.38921651221567
Revanche,Revanche (Marvel Comics),Marvel,5.258571428571429
Cecilia Reyes,Cecilia Reyes,Marvel,5.376117962466488
Rhapsody,Rhapsody (comics),Marvel,5.443470437017996
Rhino,Rhino (comics),Marvel,5.3707692307692305
Val Rhymin,Val Rhymin,Marvel,5.35696103896104
Franklin Richards,Franklin Richards (Fantastic Four),Marvel,5.3875
Nathaniel Richards,Nathaniel Richards (Marvel Comics),Marvel,5.523562753036438
Valeria Richards,Valeria Richards,Marvel,5.45592164741336
Molly von Richthofen,Molly von Richthofen,Marvel,5.378333333333334
Ricochet,Ricochet (comics),Marvel,5.451221945137157
Rictor,Rictor,Marvel,5.431698558941649
Ringer,Ringer (comics),Marvel,5.2503649999999995
Ringmaster,Ringmaster (comics),Marvel,5.39063829787234
Ringo Kid,Ringo Kid,Marvel,5.523321718931475
Dallas Riordan,Dallas Riordan,Marvel,5.329936356404136
Riptide,Riptide (comics),Marvel,5.434090909090909
Deborah Risman,Deborah Risman,Marvel,5.253
Matthew Risman,Matthew Risman,Marvel,5.306792668957617
Risque,Risque (comics),Marvel,5.33342019543974
Donald & Deborah Ritter,Donald & Deborah Ritter,Marvel,5.579200743494424
Robbie Robertson,Robbie Robertson (comics),Marvel,5.2994736842105254
Randy Robertson,Randy Robertson,Marvel,5.433553299492386
Rock Python,Rock Python,Marvel,5.430170940170941
Rocket Raccoon,Rocket Raccoon,Marvel,5.583628914785142
Rocket Racer,Rocket Racer,Marvel,5.434625801853172
Rocketeers,Rocketeers (comics),Marvel,5.6755555555555555
Rocketlauncher,Death Squad (comics),Marvel,5.06
Rockman,Rockman (comics),Marvel,5.482746294681778
Rockslide,Rockslide (comics),Marvel,5.33
Rodstvow,Rodstvow,Marvel,5.510322580645161
Rogue,Rogue (comics),Marvel,5.478461538461539
Rom,Rom (comics),Marvel,5.373157894736842
Roma,Roma (comics),Marvel,5.4343018654607125
Romulus,Romulus (Marvel Comics),Marvel,5.298235294117647
Ronan the Accuser,Ronan the Accuser,Marvel,5.527882819133881
Ronin,Ronin (Marvel Comics),Marvel,5.405433962264151
Richard Rory,Richard Rory,Marvel,5.351432488005483
Roughouse,Roughouse,Marvel,5.333820335636722
Royal Roy,Royal Roy,Marvel,5.575905292479109
Ruby Thursday,Ruby Thursday,Marvel,5.445731593662628
Ruckus,Ruckus (comics),Marvel,5.244642857142857
Runner,Runner (comics),Marvel,5.489642857142857
Henry Russo,Henry Russo,Marvel,5.3004
The Russian,Russian (comics),Marvel,5.412877307274702
Ryder,Skrull Kill Krew,Marvel,5.256527918781726
John Ryker,John Ryker,Marvel,5.298006088280061
Sabra,Sabra (comics),Marvel,5.538396139705882
Sabretooth,Sabretooth (comics),Marvel,5.33
Sage,Sage (comics),Marvel,5.412352941176471
Sagittarius,Sagittarius (comics),Marvel,5.319080459770115
Sandman,Sandman (Marvel Comics),Marvel,5.357648251393816
Sangre,Sangre (comics),Marvel,5.3471052631578955
Sasquatch,Sasquatch (comics),Marvel,5.3918719532011705
Sat-Yr-9,Sat-Yr-9,Marvel,5.430819672131147
Satana,Satana (Marvel Comics),Marvel,5.397866935483871
Satannish,Satannish,Marvel,5.3710796915167105
Saturnyne,Saturnyne,Marvel,5.4421241702459975
Saul,Saul (comics),Marvel,5.399545454545454
Sauron,Sauron (comics),Marvel,5.415869389948939
Happy Sam Sawyer,Happy Sam Sawyer,Marvel,5.378488160291439
Scaleface,Scaleface,Marvel,5.556363636363636
Scalphunter,Scalphunter (Marvel Comics),Marvel,5.348666114333057
Scarecrow,Scarecrow (Marvel Comics),Marvel,5.316320691949435
Scarlet Scarab,Scarlet Scarab,Marvel,5.592523616734143
Scarlet Spider,Scarlet Spider,Marvel,5.36395889186774
Scarlet Witch,Scarlet Witch,Marvel,5.507553001449324
Scientist Supreme,Scientist Supreme,Marvel,5.466942919868277
Scimitar,Scimitar (Marvel Comics),Marvel,5.265238095238095
Scorcher,Scorcher (comics),Marvel,5.33
Scorpia,Scorpia (comics),Marvel,5.441538461538461
Scorpio,Scorpio (Marvel Comics),Marvel,5.335629506378258
Scorpion,Scorpion (Marvel Comics),Marvel,5.325277081592871
Scourge of the Underworld,Scourge of the Underworld,Marvel,5.332363581549593
Scramble,Scramble (comics),Marvel,5.400828625235405
Scrambler,Scrambler (comics),Marvel,5.3787713310580205
Nicholas Scratch,Nicholas Scratch,Marvel,5.3514301929625425
Scream,Scream (comics),Marvel,5.099473684210526
Scribe,Scribe (comics),Marvel,5.751111111111111
Scuzz,Scuzz (comics),Marvel,5.544444444444445
Selene,Selene (comics),Marvel,5.389851140456183
Erik Selvig,Erik Selvig,Marvel,5.430698211194461
Señor Muerte _ Señor Suerte,Señor Muerte / Señor Suerte,Marvel,
Sentinel,Sentinel (comics),Marvel,5.395644411381812
Sentry,Sentry (comics),Marvel,5.326111111111111
Sequoia,Sequoia (comics),Marvel,5.744444444444444
Serafina,Serafina (Marvel),Marvel,5.345609756097561
Serpentina,Serpentina (comics),Marvel,5.334347826086957
Sersi,Sersi,Marvel,5.466911793855302
Juston Seyfert,Juston Seyfert,Marvel,5.317695961995249
Shadow King,Shadow King,Marvel,5.323919066715276
Shalla-Bal,Shalla-Bal,Marvel,5.470265486725663
Shaman,Shaman (comics),Marvel,5.430014471780029
Shamrock,Shamrock (comics),Marvel,5.542201438848921
Shang-Chi,Shang-Chi,Marvel,5.474041877034265
Shanna the She-Devil,Shanna the She-Devil,Marvel,5.3920818211811286
Karima Shapandar,Karima Shapandar,Marvel,5.382305323361196
Shape,Shape (comics),Marvel,5.397316666666668
Shaper of Worlds,Shaper of Worlds,Marvel,5.457254528122021
Shard,Shard (comics),Marvel,5.4371857142857145
Miriam Sharpe,Miriam Sharpe,Marvel,5.289746407438716
Shathra,Shathra,Marvel,5.055499999999999
Shatter,Shatter (comics),Marvel,5.48
Shatterstar,Shatterstar,Marvel,5.397582552431951
Jacob Shaw,Jacob Shaw (comics),Marvel,5.458181818181819
Sebastian Shaw,Sebastian Shaw (comics),Marvel,5.314210526315788
Shinobi Shaw,Shinobi Shaw,Marvel,5.36228093645485
She-Hulk,She-Hulk,Marvel,5.478243483201932
She-Venom,Anne Weying,Marvel,5.412685512367491
Shellshock,Shellshock (Marvel Comics),Marvel,5.415555555555556
Shepard,Shepard (comics),Marvel,5.426610169491526
Lotus Shinchuko,Lotus Shinchuko,Marvel,5.2004166666666665
Randall Shire,Randall Shire,Marvel,5.449090909090908
Shiva,Shiva (Marvel Comics),Marvel,5.233333333333333
Shocker,Shocker (comics),Marvel,5.33
Shockwave,Shockwave (comics),Marvel,5.328548387096775
Shooting Star,Shooting Star (comics),Marvel,5.512227488151659
Shortpack,Shortpack,Marvel,5.026666666666666
Shrew,Shrew (comics),Marvel,5.673846153846153
Shriek,Shriek (comics),Marvel,5.3707692307692305
Shriker,Shriker,Marvel,5.449090909090909
Shroud,Shroud (comics),Marvel,5.407537091988131
Shuma-Gorath,Shuma-Gorath,Marvel,5.402697594501718
Sidewinder,Sidewinder (comics),Marvel,5.33
Siege,Siege (John Kelly),Marvel,5.2316666666666665
Sif,Sif (comics),Marvel,5.37139534883721
Sigyn,Sigyn (Marvel Comics),Marvel,5.5744444444444445
Silencer,Silencer (comics),Marvel,5.272857142857143
Silhouette,Silhouette (comics),Marvel,5.41938164893617
Silk,Silk (comics),Marvel,5.4560151905601515
Samuel Silke,Samuel Silke,Marvel,5.337228070175439
Silver Dagger,Silver Dagger (comics),Marvel,5.355276073619632
Silver Fox,Silver Fox (comics),Marvel,5.442380952380953
Silver Sable,Silver Sable,Marvel,5.493568596352102
Silver Samurai,Silver Samurai,Marvel,5.469957228400342
Silver Surfer,Silver Surfer,Marvel,5.52142348358375
Silverclaw,Silverclaw,Marvel,5.418184634448576
Silvermane,Silvermane,Marvel,5.333058350100604
Jemma Simmons,Jemma Simmons,Marvel,5.409795953069207
Sin_Marvel,Sin (Marvel Comics),Marvel,5.323373015873016
Sin-Eater,Sin-Eater (comics),Marvel,5.046842105263158
Sirocco,Sirocco (comics),Marvel,5.605714285714285
Siryn,Siryn,Marvel,5.384667182662539
Jasper Sitwell,Jasper Sitwell,Marvel,5.35691
Skaar,Skaar (character),Marvel,5.448969204448246
Skein,Skein (comics),Marvel,5.417593177511055
Skids,Skids (comics),Marvel,5.33
Skin,Skin (Marvel Comics),Marvel,5.332502142245073
Skinner,Skinner (comics),Marvel,5.585
Skornn,Skornn,Marvel,5.449090909090909
Skrullian Skymaster,Skrullian Skymaster,Marvel,5.571111111111111
Skull the Slayer,Skull the Slayer,Marvel,5.331909814323608
Skullbuster,Skullbuster,Marvel,5.423407079646017
Skullfire,Skullfire,Marvel,5.3661474654377885
Skybolt,Redneck (comics),Marvel,5.333719626168224
Skyhawk,Skyhawk (comics),Marvel,5.424047619047619
Slab,Slab (comics),Marvel,5.2138709677419355
Margaret Slade,Margaret Slade (Marvel Comics),Marvel,5.5275
Slapstick,Slapstick (comics),Marvel,5.4114896073903
Slash,Slash (Marvel Comics),Marvel,5.3933333333333335
Trevor Slattery,Trevor Slattery,Marvel,5.4778712121212125
Slaymaster,Slaymaster,Marvel,5.407252873563218
Sleeper,Sleeper (Marvel Comics),Marvel,5.349398058252428
Sleepwalker,Sleepwalker (comics),Marvel,5.3112533692722375
Slipstream,Slipstream (comics),Marvel,5.449508928571428
Slither,Slither (comics),Marvel,5.595
Slingshot,Yo-Yo Rodriguez,Marvel,5.442424623115578
Slug,Slug (comics),Marvel,5.255948497854077
Slyde,Slyde,Marvel,5.281141361256545
Marrina Smallwood,Marrina Smallwood,Marvel,5.408581730769231
Smartship Friday,Smartship Friday,Marvel,5.626666666666667
Smasher,Smasher (Marvel Comics),Marvel,5.350335365853659
Smiling Tiger,Smiling Tiger,Marvel,5.785454545454545
Smuggler,Smuggler (comics),Marvel,5.328938356164383
Alistair Smythe,Alistair Smythe,Marvel,5.308113388853299
Spencer Smythe,Spencer Smythe,Marvel,5.286075224856909
Snake Marston,Snake Marston (comics),Marvel,5.449090909090909
Snapdragon,Snapdragon (comics),Marvel,5.316923076923076
Snowbird,Snowbird (comics),Marvel,5.33
Tildie Soames,Tildie Soames,Marvel,5.366339468302658
Martin Soap,Martin Soap,Marvel,5.397699214365882
Solarman,Solarman,Marvel,5.509476987447699
Solo,Solo (Marvel Comics),Marvel,5.342585774058577
Solomon Kane,Solomon Kane (comics),Marvel,5.3789182493806775
Songbird,Songbird (comics),Marvel,5.4461329394387
Southpaw,Southpaw (comics),Marvel,5.43313432835821
SP__dr,Peni Parker,Marvel,5.3829350261389095
Speed,Speed (comics),Marvel,5.486666666666667
Speed Demon_Marvel,Speed Demon (comics),Marvel,5.187142857142857
Speedball,Robbie Baldwin,Marvel,5.402883371218745
Sphinx,Sphinx (Marvel Comics),Marvel,5.450521023765997
Spider-Girl,Spider-Girl (Mayday Parker),Marvel,5.436790536196477
Spider-Ham,Spider-Ham,Marvel,5.328207215134184
Spider-Man,Spider-Man (Pavitr Prabhakar),Marvel,5.429871668311946
Spider-Man 2099,Spider-Man 2099,Marvel,5.355453647833242
Spider-Punk,Spider-Punk,Marvel,5.2789485981308415
Spider-Slayer,Spider-Slayer,Marvel,5.2642590286425905
Spider-UK,Spider-UK,Marvel,5.412686170212766
Spider-Woman,Spider-Woman,Marvel,5.603532622822979
